Kto to zaprojektował?[sound:69391456918471390861862771900880229933007445801294180111011.mp3]	Who designed it?
Wiesz, że to prawda.[sound:69698929899026425225253043589007984039159787945514138096451.mp3]	You know that's the truth.
To jego wina.[sound:64704117132408256667809948512766334479596217863964876141951.mp3]	It's his fault.
To jest bardzo krótkie.[sound:57548684554005759831895592778966012313258842721230906596770.mp3]	It is very short.
Dziękuję.[sound:84128947157996323135911229334274344253084104000807987025907.mp3]	Thank you!
Nie jestem spragniony.[sound:50797528282925934206621172051540392380256650693820093846139.mp3]	I'm not thirsty.
Na co czekamy?[sound:19343487461529964136188740976235524232385511610972224032844.mp3]	What are we waiting for?
Tom mnie przekonał.[sound:93019022921494215352800473173459237596816231082344107345720.mp3]	Tom convinced me.
Wygląda beznadziejnie.[sound:19484482516493516265000071676897530328779803598632298845028.mp3]	It looks hopeless.
Ile masz?[sound:52083140982794781029026727617192581128895704723653883898923.mp3]	How many do you have?
Layla spróbowała odpiąć pasy.[sound:62932053456558223462221973429577641088260088311083073983588.mp3]	Layla tried to unlock her seat belt.
Kto na niego głosował?[sound:12095455168904301933837139188740012212350300402685997555408.mp3]	Who voted for him?
To dla ciebie ryzykowne.[sound:20243488695800698287533161784618112185215170169011709886099.mp3]	That will put you in danger.
Tom utopił się.[sound:35443225649343936730030778081969404331307317675783449127297.mp3]	Tom drowned.
Niektóre schorzenia są nieuleczalne.[sound:35884275787725595596300854129825571293136922858356515922979.mp3]	Some diseases are incurable.
Życie jest piękne.[sound:19783280262654365123581633739838339605812558284372984341020.mp3]	Life is beautiful.
Jesteś cała mokra.[sound:15693929347791132244776718436711532140193286027110743276984.mp3]	You're soaking wet.
Musiałem o tym zapomnieć.[sound:89129287595779796943251169569110216059197852716861792230047.mp3]	I must have forgotten it.
Znasz go?[sound:22577678891950611725205021510150156102789014563649733379136.mp3]	Do you know him?
O wilku mowa.[sound:65432298665600058405670460756062260429919158007809879535094.mp3]	Speak of the devil.
Myślę, że kłamiesz.[sound:78389874653422681529568487389344841051115012435438161776573.mp3]	I think you're lying.
Mogę otworzyć okno.[sound:29929370899218195441180138351119434572475009092631436528557.mp3]	I can open the window.
Sporo wypiliśmy.[sound:35634016867951560263196965996222112135178473829142539700122.mp3]	We drank a lot.
Widziałem cię już gdzieś.[sound:96207662677109465628496474330164870951227816476813596058542.mp3]	I've seen you somewhere before.
Tom ma trzy kamery.[sound:61116366989101371657752590313689024658630974540076287792667.mp3]	Tom has three cameras.
Damy wywiad po południu.[sound:19884329260839600310461969479557668572494139286058046287429.mp3]	We'll give an interview in the afternoon.
Nie boję się śmierci.[sound:12713940404797426481045817618278322708899883721046905540165.mp3]	I don't fear death.
Musisz równo podzielić ciasto.[sound:43009957385785839919857841275165778042683687124491419980948.mp3]	You have to share the cake equally.
To wszystko, co widziałem.[sound:54122448858349062547553076451879670759294478026814568248265.mp3]	That's all I saw.
Mam trzy aparaty fotograficzne.[sound:41353951447089615367331349701539642318253154795563997527170.mp3]	I have three cameras.
Już to widziałem.[sound:95858263515680373982340080470815201984442946232636349650969.mp3]	I've seen that.
Nie lubię zimnej kawy.[sound:47633285278700973834207583936268306531247150370775644342994.mp3]	I don't like cold coffee.
Miałem koszmar.[sound:38035638527519942206292487506043832144254489190029487352723.mp3]	I had a nightmare.
Gdzie to jest?[sound:76855924594007403222416449911919219225857917843617317256543.mp3]	Where is it?
Wiedziałem, co robię.[sound:92744377854960233081904533869604458662966205969691084429248.mp3]	I knew what I was doing.
Napotkał nieoczekiwane przeszkody.[sound:52907337273117868349208938922392734485029518973534916395003.mp3]	He encountered unexpected obstacles.
Nie byłeś mi potrzebny.[sound:6713581001265739515086079574443839152161980089975062943976.mp3]	I didn't need you.
Dlaczego Tom nie pomoże?[sound:4164648310798472486478488264806351745717831013389919855587.mp3]	Why won't Tom help?
Proszę się zatrzymać![sound:77599151143448190203437561753234760966883277298416765604661.mp3]	Please stop!
Spytali o podwyżkę pensji.[sound:92865964759198590249103217839008892338811653521297002499451.mp3]	They asked for an increase of salary.
Królowa miała siostrę.[sound:32666857589000045074598787594029649166224838425338700589665.mp3]	The queen had a sister.
Zarejestrowałem swój bagaż.[sound:62250600435362014040285620952300791159031582636097789867839.mp3]	I checked my bags.
Byleś kiedyś w telewizji?[sound:18402792519809297025883319934018089344350705418342283841021.mp3]	Have you ever been on TV?
Pijesz?[sound:93203116164251929696307212353039449938818473021703704154040.mp3]	Are you drinking?
Idziemy do domu.[sound:58299034445821161539334188093155937476475998771316238593701.mp3]	We're going home.
Chcę w tobą pracować.[sound:71166929803047331052021852854072699780407862564301166685431.mp3]	I want to work with you.
Nie śmiej się.[sound:39971751551283763039489822721323068851858297930863670038662.mp3]	Don't laugh.
Nie mówię po japońsku.[sound:5003425848781142319181670179039436916101069895112845311479.mp3]	I don't speak Japanese.
Nie powiedziałem żadnego słowa.[sound:78346364613079580482988444315618915407785788562433375142106.mp3]	I didn't say a single word.
Wychodzimy wcześnie rano.[sound:93899038007146895335770441011027585666641472598825480965545.mp3]	We left early in the morning.
Jesteśmy tu nowi.[sound:99492267158035088608854335203243669658261219673002383156882.mp3]	We're newcomers.
Często czytam książki.[sound:43730879005404551229246228262019500003241526071385340848992.mp3]	I often read books.
Jesteś moją przyjaciółką.[sound:7317484348181258791283464476572089615024669120726145386014.mp3]	You are my friend.
Co masz teraz zrobić?[sound:635074468026568766952174995578409397092288846194206028860.mp3]	What do you have to do now?
Ćwiczył pod kierunkiem znawcy.[sound:62305571668264094187809968661546673813753502383842684754032.mp3]	He was trained by an expert.
Jesteś zainteresowany?[sound:97434731378641787180960040944486970752980610874190155867455.mp3]	Are you interested?
Nie musisz mnie podwozić.[sound:22692002532260932268480650967740064201787825628871366153401.mp3]	I don't need you to pick me up.
Pokazała mi jej album.[sound:64765556356682534280608471876590860569251338676146983035268.mp3]	She showed me her album.
Jestem Tom Hunter.[sound:1591995483965918560215322873432250301372300983594587561967.mp3]	I'm Tom Hunter.
Jestem emocjonalnie wyczerpana.[sound:96461088306292581899178823539117165866826880055295745104718.mp3]	I'm emotionally drained.
Lubię grać Szopena.[sound:53955185943642968315967179318649008208897555172764650447219.mp3]	I love playing Chopin.
Żaden ze mnie tancerz.[sound:56237241560590959796610089517297503624330704075374549151818.mp3]	I'm not much of a dancer.
Mów dalej.[sound:82943931626191483325586877779180247258395659469395064101865.mp3]	Keep talking.
Nauczyciel podkreślił rangę edukacji.[sound:71565126475133354726232171225278838065802168703736967681889.mp3]	The teacher emphasized the importance of education.
Nie planowaliśmy tego.[sound:70973809981935659490301345999038119709190029084307301057757.mp3]	We didn't plan this.
Dlaczego zawsze się spóźniasz?[sound:58987184956158801584757929413338937042729530005196420822273.mp3]	Why is it that you're always late?
Musisz to sprzedać.[sound:61374720942092677253256129351162636017321859427827307235353.mp3]	You must sell it.
Ma książkę?[sound:33249493701342485479045358129857070647925957666620016465722.mp3]	Do you have the book?
Co znaczy ten znak?[sound:83041153903963231056659515388442186674778209829321112510215.mp3]	What does this sign signify?
Mógłbyś poświęcić kilka godzin?[sound:91926017857026138698700242010286742569278982729327024323581.mp3]	Could you spare a few hours?
Jesteśmy znajomymi na Facebooku.[sound:49391654017301826180674017462227747407655966811525527514403.mp3]	We're Facebook friends.
Lubię brzmienie pianina.[sound:552445094547693551732925192004598170530845327717372517502.mp3]	I like the sound of the piano.
Zapraszam, ktokolwiek chce przyjść.[sound:47779403481093618954436439288999068545386656472240785872559.mp3]	I invite anyone, who wants to come.
Tynk zasechł?[sound:65580587092447480560918792021956228286684382629177083995595.mp3]	Has the plaster set?
Zrób to sam![sound:63099703500724815916735078164313811235148303932698468346269.mp3]	Do it by yourself.
On dużo je.[sound:2089309116677829151976133751022202902476655856780846897627.mp3]	He eats a lot.
Zaczniemy od początku.[sound:11149361333761365233199113418585934806814763706130213217575.mp3]	We'll start from the beginning.
Czy Tom cię prześladuje?[sound:56662715950777869102110775926551007350955810056449580297555.mp3]	Is Tom pestering you?
Mary pomoże nam jutro.[sound:9190234725640474997096423474695398466744870318522514543344.mp3]	Mary is going to help us tomorrow.
On jest szczęściarzem.[sound:34510999112510369196998698085452759772489640625849027370168.mp3]	He's a lucky guy.
Kiedy wypadek miał miejsce?[sound:18500372854346115853548021288118625915560384953193801597839.mp3]	When did the accident happen?
Mam wielu przyjaciół.[sound:27437717459575209906294818123981565201957492331626781797861.mp3]	I have many friends.
Potrzebuję noża.[sound:45038252584516497325860325534254422896976650295412567586319.mp3]	I need a knife.
Oglądam telewizję wieczorem.[sound:13543009777986329160028963359553244197494345852378010156255.mp3]	I watch television in the evening.
Nie w tym problem.[sound:76453801770386047206536355446876859915300728085105391224947.mp3]	That's not the problem.
Wyglądasz nie najlepiej.[sound:42301199372210413827781884449191852511837620384786282081175.mp3]	You don't look so good.
Wszyscy byli przeciwko mnie.[sound:42896450378013540018092994372088216741082297703598840576139.mp3]	Everybody was out to get me.
Włosy Toma są długie.[sound:69469100764987490612758522800511850755194364803286231703051.mp3]	Tom's hair is long.
Widzisz różnicę?[sound:85215713593220626841682067279419204738201659782058610587305.mp3]	Can you see the difference?
Tom pięknie śpiewa.[sound:60674126743584689089735970510386325128286740570272089961729.mp3]	Tom sings beautifully.
On ma spory kłopot.[sound:41327591169924253394764516827159889796200532844007392494206.mp3]	He is in great trouble.
Jesteś bardzo miły.[sound:87763795422116275325447851349065250751330065503207554334143.mp3]	You're very nice.
Jestem wyczerpany.[sound:43276604440172820620477631605506733963020935946944735205922.mp3]	I'm exhausted.
Powinniśmy byli to zrobić.[sound:28238915370221560222331524136424896034483978386672997521519.mp3]	We should've done that.
Uniezależnił się finansowo.[sound:85445138879013567722734370211320686144860617600454681524784.mp3]	He became financially independent.
Wybierz który chcesz.[sound:67022808110243435150023806234004404451170344943259371963064.mp3]	Choose the one you like.
Jesteś usprawiedliwiony.[sound:75521645391448200133300022708532086698767558775024457230542.mp3]	You're excused.
To za drogo![sound:28114279793955934573229120003726295070671050479347293354525.mp3]	It's too expensive!
Patrzyłem na tonący statek.[sound:80238298144671568909942280386422763598506819348550705452896.mp3]	I watched the sinking ship.
Muszę dotrzeć na spotkanie.[sound:87591140155001056054917067213398202083357414925980214260975.mp3]	I've got to get to a meeting.
Zostaw mnie w spokoju![sound:96394225635980169517105094913304394709937755617032760213174.mp3]	Leave me alone!
Wyraź swoje myśli.[sound:66873272173143366577579127768408397603957797121531119533782.mp3]	Speak your mind.
To był pracowity dzień.[sound:31818218519812079470970673199222610170760758902142890594270.mp3]	It's been a busy day.
Poszedłem popływać w rzece.[sound:41560730926520510186757939795416872904625362090753007349933.mp3]	I went swimming in the river.
Nie popychaj mnie.[sound:28548187145398604064367590084400203329594074119867409457883.mp3]	Don't push me.
Zgubiłam się.[sound:65891004751479600641629652706741518693335509711312033080731.mp3]	I'm lost.
Bardzoś się zmienił.[sound:3495839006998296112022947434615739392539003726441894570063.mp3]	You've changed much.
Proszę splunąć.[sound:45466244732467430903882611975726707546859733746931704373775.mp3]	Please spit.
Naprawdę nie chcę iść.[sound:7911300102150183859277064768332661229369192052981824008908.mp3]	I really don't want to go.
Zostaw otwarte drzwi.[sound:10917675378785631278661933057303369428178673145311556395983.mp3]	Keep the door open.
Zapytaj sześcio-, nie sześćdziesięciolatka.[sound:98455198569904112725206232493014180693621543171492013532988.mp3]	Ask a six-year-old, not a sixty-year-old.
Włosy Toma są mokre.[sound:3131468599377986092269947497101697530961813931017054270083.mp3]	Tom's hair is wet.
Związała włosy gumką.[sound:65031619793344363824953337787186900626777285979857786030001.mp3]	She bound her hair with a ribbon.
Był siwy.[sound:36967723244498619992889580204464137632934011778853015308576.mp3]	He had grey hair.
Wstań i ukłoń się.[sound:76719341064421745416687932486681867854188240599525753918712.mp3]	Stand up and take a bow.
Proszę, nie mów nikomu.[sound:3483534257284669655368799195652774299397801009826966215198.mp3]	Please don't tell anyone.
To jest Toma dzieło.[sound:99813235330159801327782296999683887831223677953751957216415.mp3]	This is Tom's handiwork.
Gotowe![sound:51192783330897032132626405112806767148866724695616198359008.mp3]	Ready!
Tom dał krótki wykład.[sound:32671668144339873978336563253519302676096200854769780184511.mp3]	Tom gave a short talk.
Jestem zmuszony to zrobić.[sound:41464372108516610974843668189883113480719101568725326009463.mp3]	I am compelled to do it.
Byliśmy na zewnątrz.[sound:47749278279605256774689808215897910707439488564510681784743.mp3]	We were outside.
Nie wiedziałam o pani.[sound:10946748671759412078998204053509185747966834409010969974379.mp3]	I didn't know about you.
Przejrzał wieczorną gazetę.[sound:75773522082076747986550900689380278194564551727210855482199.mp3]	He looked through the evening paper.
Jaki jest kurs wymiany?[sound:58449125062956975172937943583724611406606514774512485965561.mp3]	What is the exchange rate?
Twoja mama mnie zabije.[sound:23780986923293491879822103742820166368674983580181143708759.mp3]	Your mum is going to kill me.
Odsuń się![sound:36970242064303664627294600056792980528105994475468955855720.mp3]	Back off!
Nie rozpoznałam melodii.[sound:84515832251936758256999199573478863780086724369276392533047.mp3]	I didn't recognise the tune.
Jeszcze się nie zgodziłem.[sound:82311862952479711546234146368096526070830131923055173189209.mp3]	I haven't said yes yet.
Do następnego razu.[sound:46931705909244210305204509792133270560838986885588245345497.mp3]	Until next time.
On zna Mary.[sound:25546910773586287574102923587946201991166785255305753802966.mp3]	He knows Mary.
Próbowaliście ryżu?[sound:81790272284412782185735450239172085619332178499801762587008.mp3]	Did you taste the rice?
Masz doświadczenie.[sound:87507558677243048773043326435137002308511784177730811245599.mp3]	You're experienced.
Nie jestem wysoka.[sound:64133931379608321885251199473237538206207392325251994880705.mp3]	I'm not tall.
Chcę uczynić cię szczęśliwą.[sound:85898575139599122388471567006130338877493219137257180944289.mp3]	I want to make you happy.
Chciałam tylko porozmawiać.[sound:67796722210452483065791256796892173754457607367750559261291.mp3]	I just want to talk.
Sędzia musi być bezstronny.[sound:98556505797792184147031994314920437114551363387080602205607.mp3]	The referee must be fair to both teams.
To ja się pomyliłem.[sound:27314931101756774440152487007641168356816900009454861669628.mp3]	It's me that's wrong.
Zostaję w Osace.[sound:15083489903680848047226339652842091510534852068549153247796.mp3]	I stay in Osaka.
Otwieraj drzwi ostrożnie.[sound:84869745791052656583802536386737423030350398130228081329396.mp3]	Open the door with care.
Łatwiej powiedzieć niż zrobić.[sound:23020421435840924229590658840447096731242857031237230803568.mp3]	Easier said than done.
Zwyczajnie się wczoraj urwałem.[sound:83192755369107151372004309387179713349288669516497042020731.mp3]	I just skived off yesterday.
Chyba o tym zapomniał.[sound:29979088245675209336568454249991182205744636812219454564808.mp3]	He probably forgot about it.
Oni potrzebowali prywatności.[sound:46272041704347262974061971366573263481818592263911834242619.mp3]	They needed privacy.
Lepiej to zwrócę.[sound:45443712402186119510168656840545212612374778543945785743322.mp3]	I'd better return this.
To ma sens.[sound:80088961401759705338727225916606653798284948171474468484909.mp3]	It makes sense.
Te buty nie pasują.[sound:95337645630779137242632609461919000402595026325017106322086.mp3]	These shoes don't fit.
Zapomniałem mojego numeru PIN.[sound:84052226292481484282562274979032964317941136705118098113661.mp3]	I've forgotten my pin number.
Jest w kuchni.[sound:18698426623128526929812075666044586888494207354061885213117.mp3]	He's in the kitchen.
Mniej znaczy więcej.[sound:68000277939280301570807402945036371681537207567596673545746.mp3]	Less is more.
Tom upadł.[sound:91892838728676689632963588254800497706719761241226016298692.mp3]	Tom fell.
Zostaliśmy poproszeni o wyjście.[sound:35490066190244261779246403004420790451941532302725159437754.mp3]	We've been asked to leave.
Przestań Tom.[sound:58836764058906386169633253182080159046963879623560932729876.mp3]	Cut it out, Tom.
Oczywiście jesteś w błędzie.[sound:9014778217466634559114134625605654239108793720318546816437.mp3]	Clearly you are mistaken.
Ona robi wrażenie.[sound:82336527040316414888064278919878071709499017674099160458978.mp3]	She's awesome.
Tom chciał wszystko.[sound:77169160719027921455903699758279991374485772643489610688178.mp3]	Tom wanted everything.
Ugotuję.[sound:56812523960234053753946980953003190712875334465587548181403.mp3]	I'll cook.
Patrzmy w przyszłość.[sound:77768428514922153256257140167567106827826393645227058697829.mp3]	Let's look ahead.
Ona mówi szczerze.[sound:52687827715229468238094985029351308074146793868521203324375.mp3]	She speaks frankly.
Wyglądała na smutną.[sound:93634163027667469592448342444723099031543020942337645289866.mp3]	She looked sad.
Gdzie znajduje się katedra?[sound:50550694247759928739624240290720057883473187652192963173449.mp3]	Where is the cathedral located?
Wrócę przed 2:30.[sound:81014823937013237934866359506453703557592365818680226942199.mp3]	I'll be back by 2:30.
Postawmy choinkę tutaj.[sound:41172269321599272973442925008429969394848555960446829831008.mp3]	Let's put the Christmas tree here.
Proszę tędy.[sound:18769416522985725501729260368400041336446657694456502372665.mp3]	Please come this way.
Nie zrywaj ze mną.[sound:62814863097467421183914731272408492173116404555597415997624.mp3]	Don't break up with me.
Który rower bardziej lubisz?[sound:3729421021194621483709393886006657465176341794001332757982.mp3]	What bicycle do you like more?
Lubisz nosić garnitury?[sound:77224925153762008114294561841625403709311350129025626401262.mp3]	Do you like suits?
Zawodzisz.[sound:32248493804343252506835521869416892162712174130186599444195.mp3]	You're undependable.
Poszedłem na ryby.[sound:97312741280965559264161717196848343226357187909598166296915.mp3]	I went fishing.
Niczego tu nie widzę.[sound:26558535638778712624152929973637006799934355887646088647628.mp3]	I can't see anything in here.
Potrzebuję tej pracy.[sound:23079254070674157069125665415008401444472680876266245884230.mp3]	I need this job.
Kiedy się tego nauczyłeś?[sound:70902282365534566095645149233772512953035703971349093103416.mp3]	Where did you learn that?
Wszyscy podlegają prawu.[sound:26077725964503783089264955920734259656625277557878659658964.mp3]	Everybody is subject to law.
Ken zapalił świece.[sound:95257853468546012946023131318591954256493430172001103391071.mp3]	Ken lit the candles.
Jestem bratem Toma.[sound:88894064790918119169304569546935989083370419170403468540057.mp3]	I'm Tom's brother.
Mogę dyskutować z nimi.[sound:47409389302963358250802118906299029172086337852821973662161.mp3]	I can reason with them.
Byłeś złym chłopcem, prawda?[sound:18088012496474080870173675665374274603546280037272034298122.mp3]	You've been a bad boy, haven't you?
Wkurzasz mnie![sound:48859105906580933286828370660501641934880666107884622450631.mp3]	You drive me nuts!
Tom jest nieomylny.[sound:90449431219984978889005786248373764208004682014924244790470.mp3]	Tom is infallible.
Chłopiec lękał się mroku.[sound:62731761874333035308512007047944798144368028998009477446308.mp3]	The boy feared the dark.
Nie zrobili nic złego.[sound:79793658452960070115025515183130264957615881579324594841868.mp3]	They haven't done anything wrong.
Jesteś zwykle taki optymistyczny.[sound:75238344979555288117521885498577557249810854013758429126109.mp3]	You're usually so optimistic.
Czytałem już dzisiejszą gazetę.[sound:44275646322405540256346944166447200123454644891783859834157.mp3]	I have already read today's paper.
Co za pamięć![sound:22417054999914284916917478417871787651916784452697277913636.mp3]	What memory!
Pij ten sok.[sound:88777733496111845404658220468321389171173156634933753324674.mp3]	Drink this juice.
Nie poprę tego.[sound:37134786732254303803158152183525983987576430146197578614000.mp3]	I won't stand for this.
Tom lubi pływać.[sound:86324519794850188949865851168194521551429676688567229780376.mp3]	Tom likes swimming.
Mleko łatwo kwaśnieje.[sound:55748285980325313217335910926030607193710242233669809641565.mp3]	Milk easily turns sour.
Był kompletnie pijany.[sound:36952502121835805301917573567727989788109231433934237860315.mp3]	He was plastered.
Czemu jesteś taki beznadziejny?[sound:67859184772956555335541566766624913480266733570232879376246.mp3]	Why are you so awful?
Zdejmij patelnię z ognia.[sound:61162132073917234258304247643294625203864115482482246962859.mp3]	Take the pan off the fire.
Możesz przełożyć imprezę.[sound:76866501812448325000599817271314602064960048166037946823236.mp3]	You can't postpone the party.
Lubię sposób myślenia Toma.[sound:14641423025950468567242740742401368300275573062190156858096.mp3]	I like Tom's mindset.
Zapomniałem moich pieniędzy.[sound:30635419079797472608211528905759206139166119329231422841604.mp3]	I forgot my money.
Zagoi się.[sound:17267272643902246408769400779691702465319673219742858509113.mp3]	It's going to heal.
Widzę białego lwa.[sound:8953508825576325515939235936515182155183450656235255459105.mp3]	I see a white lion.
Mój brzuch jest wzdęty.[sound:58467239685434150390268325919890142277899308583136543055121.mp3]	My stomach feels bloated.
To było naprawdę tanie.[sound:26442177982003904695403376025640272613597894915423660772985.mp3]	It was really cheap.
Nie możemy tak żyć.[sound:25904940768210314723331594140938436925597357182865266656396.mp3]	We can't live like this.
Brak mi cierpliwości.[sound:83232631153927179800584072949337748881684418057164065157958.mp3]	I have no patience.
Bill mieszka blisko morza.[sound:47555636584830331955777866108962679231457491662204441855497.mp3]	Bill lives near the sea.
Strasznie przepraszam za spóźnienie.[sound:25575234923455471402774765232792061915550383485821521670550.mp3]	I'm terribly sorry for being late.
Dołączę do ciebie później.[sound:1717721334441202861432917540745832950493680636868087169892.mp3]	I'll join you later.
Wiem, że on czyta.[sound:95634271490270519664422683646558809442405514941460247447087.mp3]	I know that he's reading.
To jest pies Mary.[sound:58841574112542922630723875769440229872299476340496761017676.mp3]	This is Mary's dog.
Ona dobrze pływa.[sound:71583081499592026812455119586539585110721422714639381430418.mp3]	She is a good swimmer.
Nie potrafisz zrozumieć.[sound:39407006595852807778821445438769236016084372334077986908788.mp3]	You can't understand.
Eksporterzy są w opałach.[sound:7892300877926104747561965267238852988488358080262783709265.mp3]	Exporters are in dire straights.
Gdzie jest Twoja szkoła?[sound:82441074641643226276063259850482654983791724693191988913668.mp3]	Where is your school?
Jesteśmy szczęśliwi.[sound:82274894007238954848026931887664634604026899883196356311612.mp3]	We are happy.
Napisałem list po francusku.[sound:31488071908053722979574785029459496822899818036249931806100.mp3]	I wrote a letter in French.
Rano nie myję włosów.[sound:31655351847177234795894976422336589664587016583640971694297.mp3]	I don't wash my hair in the morning.
On jest kompletnie wykończony.[sound:51874643631515008138791289675864833047489742884102273482252.mp3]	He was completely worn out.
Znów wygrał wyścig.[sound:4138070727365045476862215181694281290924804918408337104843.mp3]	He won the race again.
Nie zrobię ci krzywdy.[sound:73900249413197741958970387068210761824434993563093234227556.mp3]	I won't harm you.
Zdawałeś egzamin z matmy?[sound:50190184414222129936623800142661523961526986367006018299612.mp3]	Have you sat the maths exam?
Przeceniasz ludzi.[sound:94682392258313617114565447883280343633877441078595431365038.mp3]	You overrate people.
Czy pokażesz mi zdjęcie?[sound:1261772716407575036633136678845743915229366795357826887474.mp3]	Will you show me the picture?
Spójrz na ten obrazek.[sound:69369311820028948102375385626201598552866322250513162940335.mp3]	Have a look at that picture.
Czemu mi nie odpowiadasz?[sound:33327703382957697327435387706348717755253233295653779490194.mp3]	Why aren't you answering me?
Też jesteśmy zaproszeni.[sound:39895399143997373284913564268738363826809727145252208080059.mp3]	We're invited, too.
Jestem gotowy to zaakceptować.[sound:78886209060544504025747563708600133380863975753657984762116.mp3]	I'm ready to accept it.
Skończyłyście?[sound:16590850315351602934760572865299007537870942136040901824146.mp3]	Are you done?
On lubi czytać powieści.[sound:86076524914878581985827321151199522763316570854438126260188.mp3]	He enjoys reading novels.
Starzy ludzie chodzą powoli.[sound:38388403119927686802472962604330395326428759744696865699091.mp3]	Old people walk slowly.
Pański dom jest wspaniały.[sound:26278354267710159371712265761485857404886170017255253850545.mp3]	Your house is fantastic.
Będziesz musiał zapłacić.[sound:28585015274876020709263554264287992251681794195236388154952.mp3]	You'll have to pay.
Nie ma czystych talerzy.[sound:88382112484629848077922661227881836523417754122662715834407.mp3]	There are no clean plates.
Samochód potrzebuje naprawy.[sound:88888218376559209052474410377093872347676440471525521189552.mp3]	The car needs a service.
Tom pewnie przyjdzie.[sound:10776552402518395517000914138100603749762384858536043719648.mp3]	Tom is likely to come.
Jak mają się inni?[sound:53692014198647237546516422517508318173100967602217435622375.mp3]	How are the others?
Małpy uwielbiają banany.[sound:27692912432995907759450763160678256071499176107052927823744.mp3]	Monkeys are fond of banana.
Okraśmy ten gin tonikiem.[sound:84756042395869648179801981390984754008305483071799171954115.mp3]	Let's qualify this gin with tonic water.
Tom zmienił letnie opony.[sound:19782006844574166068641729111702028436858876236305223217205.mp3]	Tom changed the summer tyres.
Pij więcej wody.[sound:12200576550034614371172406479217129860446902173644511036759.mp3]	Drink more water.
Zostali profesjonalnymi piłkarzami.[sound:2383769584087249336283924021385982282228754760144982188068.mp3]	They became professional soccer players.
Przeczytałeś FAQ?[sound:67362144708299209414637555006724132376354402983908999299473.mp3]	Have you read the FAQ?
Zapytałaś się innych?[sound:47887972683783046638477222446211601061000768035890730877033.mp3]	Did you ask the others?
Tom nie był miły.[sound:53663668052030470228527010140074679905044771084353881218402.mp3]	Tom wasn't nice.
Ile to zabiera miejsca?[sound:61326695670623847854771557700337968567492810976996531664484.mp3]	How much space does it take?
Nigdzie mi nie spieszno.[sound:27518493661966913565973494723696302868962465664290927768105.mp3]	I'm in no hurry.
Balon poszybował wzdłuż ulicy.[sound:40818810896683602736199844024369817053712002628156987109613.mp3]	The balloon floated down the street.
Czy nie mam racji?[sound:53491519190049469502264358168835433596604650302441745861646.mp3]	Am I wrong?
Bliźniaczki opiekowały się dzieckiem.[sound:37219459463705446544036986403028586638819076742813203279566.mp3]	The twins looked after the baby.
Ta lampa wygląda ładnie.[sound:10123748524445223466421971297132310227740284793411867245157.mp3]	That lamp looks nice.
Czy przeczytałeś już książkę?[sound:87118591344993711480353568410734859050821869021386183300020.mp3]	Have you read the book already?
Kto chce iść?[sound:31203925451007233934501149460716041681492002916110099060914.mp3]	Who wants to go?
Potrzebuję twojego auta.[sound:34574011565258294831304088374331103691926943387344331405807.mp3]	I need your car.
Nie mamy owiec.[sound:72628026334010968913040754233051317365833439433029617270358.mp3]	We don't have any sheep.
Nadal się uśmiechasz.[sound:37688241394748009634181982963234199564795692503903973773670.mp3]	You're still smiling.
Oni cię nie chcą.[sound:18554306931311575771901577452792921852531212483239509121210.mp3]	They don't want you.
Postawiłem jej kilka drinków.[sound:3911289163299918675820649078019507970629598371479238233864.mp3]	I bought her some drinks.
Boisz się śmierci.[sound:56669172467596631360902090767372294104263612743410949069870.mp3]	You are afraid of death.
Mieszkam w Tbilisi.[sound:75435003040786687617596898166939581482012594424548793413859.mp3]	I live in Tbilisi.
Wczoraj odwiedził swojego wujka.[sound:22451968744626019855062616731421141111122127815397074670314.mp3]	He visited his uncle yesterday.
Jaką mam chorobę?[sound:81727647375745264205590312922682964161952019228942137074450.mp3]	What illness do I have?
Rozdaj karty.[sound:43571232260742579474627114917393754085435411471532076067564.mp3]	Please deal the cards.
Marnujemy dużo czasu.[sound:87980180792493325068318316218734206798932988588774699734662.mp3]	We're wasting a lot of time.
To piwo jest gorzkie.[sound:35020529311882060034920414631000323604250143760210281442313.mp3]	This beer tastes bitter.
Lubię grać w golfa.[sound:32541434595806403916399624705638027342011787486357679327440.mp3]	I like to play golf.
John śpi na kanapie.[sound:51812572453044372802241409984120662457745893777225619592263.mp3]	John's sleeping on the couch.
On nie jest zazdrosny[sound:19360882055204210330905474984405336737182508146545468332993.mp3]	He didn't get jealous.
Koreańczycy nie lubią kolendry.[sound:65052643539555289256781229902669284949989188971241803744568.mp3]	Koreans don't like coriander.
Trzymane w chłodnym miejscu.[sound:28956330579671123598390855813754693180918760907646677938819.mp3]	Keep it in a cool place.
Lola tańczyła z wdziękiem.[sound:67869123537844334246505470765648452780021743809884116763348.mp3]	Lola danced with grace.
Wielki Brat cię obserwuje.[sound:37920135781248564198431720897585711673533983960212273920720.mp3]	Big Brother is watching you.
Zamierzasz się uczyć angielskiego?[sound:13285950468497494442549103733624332984053795562410834934642.mp3]	Are you going to learn English?
Skończmy tą bezowocną dyskusję.[sound:2187638551939598608746748947367671530780373595442780932423.mp3]	Let's stop this fruitless discussion.
Jestem okropnym tancerzem.[sound:34691887786256186603479390592666654989057062984499945882258.mp3]	I'm a terrible dancer.
